"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geroosterde lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Weken (2026)";"Weken (2026)";"Weken (2026)";"Weken (2026)"
"Afdeling";"Pakketgroep";"Vak";"Lesgroep";"Sectie";"Totaal aantal geroosterde lessen";"Gegeven door geplande docent";"Gegeven door vervanger";"Gegeven zonder docent";"Totaal aantal gegeven lessen";"Percentage gegeven door vervanger";"Percentage gegeven zonder docent";"Uitval door te weinig leerlingen";"Uitval door te weinig docenten";"Uitval door gewijzigde planning";"Uitval zonder reden";"Totaal aantal uitgevallen lessen";"Percentage totaal aantal uitgevallen lessen";"35";"36";"37";"38"
"5v";"nee";"mut";"5v.mut1";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"mut";"6v.mut1";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"ja";"na";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"ja";"na";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"ja";"na";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"na";"3h.3ha";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3h";"nee";"na";"3h.3hb";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3h";"nee";"na";"3h.3hc";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3v";"nee";"na";"3v.3vc";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3v";"nee";"na";"3v.3vd";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3v";"nee";"na";"3v.3ve";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3vp";"nee";"na";"3vp.na1";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3vp";"nee";"na";"3vp.na2";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"ja";"nat";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"ja";"nat";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"ja";"nat";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"ja";"nat";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"ja";"nat";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"nat";"4h.nat1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"4v";"nee";"nat";"4v.nat1";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"nat";"4v.nat2";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"5h";"nee";"nat";"5h.nat1";"nask";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"5h";"nee";"nat";"5h.nat2";"nask";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"5v";"nee";"nat";"5v.nat1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"nee";"nat";"5v.nat2";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"nat";"6v.nat1";"nask";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"6v";"nee";"nat";"6v.nat2";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"nat";"6v.nat3";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3h";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"ja";"ne";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1vp";"ja";"ne";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1h";"ja";"ne";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"3vp";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"ja";"ne";"";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"2h";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"ja";"ne";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1h";"nee";"ne";"1h.1ha";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"ne";"1v.1vb";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"ne";"1v.1vc";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"ne";"1v.1vd";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"ne";"1vh.1ba";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"ne";"1vh.1bb";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"ne";"1vh.1bc";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vp";"nee";"ne";"1vp.1va";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"2h";"nee";"ne";"2h.2ha";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2h";"nee";"ne";"2h.2hb";"";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"2h";"nee";"ne";"2h.2hc";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2h";"nee";"ne";"2h.2hd";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2v";"nee";"ne";"2v.2vb";"";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"2v";"nee";"ne";"2v.2vc";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2v";"nee";"ne";"2v.2vd";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2v";"nee";"ne";"2v.2ve";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2vp";"nee";"ne";"2vp.2va";"";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"3h";"nee";"ne";"3h.3ha";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3h";"nee";"ne";"3h.3hb";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3h";"nee";"ne";"3h.3hc";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3v";"nee";"ne";"3v.3vc";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3v";"nee";"ne";"3v.3vd";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3v";"nee";"ne";"3v.3ve";"";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"3vp";"nee";"ne";"3vp.3va";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3vp";"nee";"ne";"3vp.3vb";"";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"ja";"netl";"";"netl";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"ja";"netl";"";"netl";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"ja";"netl";"";"netl";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"ja";"netl";"";"netl";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"ja";"netl";"";"netl";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"netl";"4h.4ha";"netl";"12";"9";"0";"0";"9";"0%";"0%";"0";"1";"2";"0";"3";"25%";"";"2";"3";"4"
"4h";"nee";"netl";"4h.4hb";"netl";"12";"9";"0";"0";"9";"0%";"0%";"0";"1";"2";"0";"3";"25%";"";"2";"3";"4"
"4h";"nee";"netl";"4h.4hc";"netl";"12";"10";"0";"0";"10";"0%";"0%";"0";"0";"2";"0";"2";"16,7%";"";"2";"4";"4"
"4v";"nee";"netl";"4v.4va";"netl";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"4v";"nee";"netl";"4v.4vb";"netl";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"4v";"nee";"netl";"4v.4vc";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"4v";"nee";"netl";"4v.4vd";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5h";"nee";"netl";"5h.5ha";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"1";"1";"0";"2";"22,2%";"";"2";"2";"3"
"5h";"nee";"netl";"5h.5hb";"netl";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"5h";"nee";"netl";"5h.5hc";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5h";"nee";"netl";"5h.5hd";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"1";"1";"0";"2";"22,2%";"";"2";"3";"2"
"5v";"nee";"netl";"5v.5va";"netl";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"5v";"nee";"netl";"5v.5vb";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"nee";"netl";"5v.5vc";"netl";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"5v";"nee";"netl";"5v.5vd";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"netl";"6v.netl1";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"netl";"6v.netl2";"netl";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"6v";"nee";"netl";"6v.netl3";"netl";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"6v";"nee";"netl";"6v.netl4";"netl";"9";"7";"0";"0";"7";"0%";"0%";"0";"1";"1";"0";"2";"22,2%";"";"2";"3";"2"
"4v";"nee";"nlt";"4v.nlt1";"nask";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5v";"nee";"nlt";"5v.nlt1";"nask";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"6v";"nee";"nlt";"6v.nlt1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"2vp";"ja";"ns";"";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"ja";"ns";"";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"ja";"ns";"";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"nee";"ns";"1vp.ns1";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"ns";"2h.2ha";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"ns";"2h.2hb";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"ns";"2h.2hc";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"ns";"2h.2hd";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2v";"nee";"ns";"2v.2vb";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"ns";"2v.2vc";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2v";"nee";"ns";"2v.2vd";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"ns";"2v.2ve";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2vp";"ja";"ntp";"";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"ja";"ntp";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"nee";"ntp";"2vp.ntp1";"nask";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3vp";"nee";"ntp";"3vp.ntp1";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"nee";"pro";"1vp.pro1";"nask";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"2vp";"nee";"pro";"2vp.pro1";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"pro";"3vp.pro1";"nask";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"4h";"nee";"rt3f";"4h.rt3f1";"wis&rek";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"1";"0"
"5h";"nee";"rt3f";"5h.rt3f1";"";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"1";"0"
"4h";"ja";"schk";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"ja";"schk";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5v";"ja";"schk";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"ja";"schk";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"ja";"schk";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"schk";"4h.schk1";"nask";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"0";"3";"3"
"4h";"nee";"schk";"4h.schk2";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"4v";"nee";"schk";"4v.schk1";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"schk";"4v.schk2";"nask";"6";"4";"0";"0";"4";"0%";"0%";"0";"1";"1";"0";"2";"33,3%";"";"0";"2";"2"
"5h";"nee";"schk";"5h.schk1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5h";"nee";"schk";"5h.schk2";"nask";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"5v";"nee";"schk";"5v.schk1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"nee";"schk";"5v.schk2";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5v";"nee";"schk";"5v.schk3";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"schk";"6v.schk1";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"schk";"6v.schk2";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"6v";"nee";"schk";"6v.schk3";"nask";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"3vp";"ja";"scp";"";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"nee";"scp";"3vp.scp1";"nask";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"ja";"sk";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"ja";"sk";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"ja";"sk";"";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"sk";"3h.3ha";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"sk";"3h.3hb";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"sk";"3h.3hc";"";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3v";"nee";"sk";"3v.3vc";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"sk";"3v.3vd";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"sk";"3v.3ve";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"sk";"3vp.sk1";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"sk";"3vp.sk2";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1h";"nee";"st";"1h.1ha";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"st";"1v.1vb";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"st";"1v.1vc";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"st";"1v.1vd";"men";"6";"3";"0";"0";"3";"0%";"0%";"0";"0";"3";"0";"3";"50%";"";"0";"1";"2"
"1vh";"nee";"st";"1vh.1ba";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"st";"1vh.1bb";"men";"6";"3";"0";"0";"3";"0%";"0%";"0";"1";"2";"0";"3";"50%";"";"0";"1";"2"
"1vh";"nee";"st";"1vh.1bc";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"nee";"st";"1vp.1va";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"st";"2h.2ha";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"st";"2h.2hb";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"st";"2h.2hc";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"2h";"nee";"st";"2h.2hd";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"st";"2v.2vb";"men";"6";"3";"0";"0";"3";"0%";"0%";"0";"1";"2";"0";"3";"50%";"";"0";"2";"1"
"2v";"nee";"st";"2v.2vc";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"st";"2v.2vd";"men";"6";"3";"0";"0";"3";"0%";"0%";"0";"1";"2";"0";"3";"50%";"";"0";"2";"1"
"2v";"nee";"st";"2v.2ve";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2vp";"nee";"st";"2vp.2va";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3h";"nee";"st";"3h.3ha";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3h";"nee";"st";"3h.3hb";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3h";"nee";"st";"3h.3hc";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"st";"3v.3vc";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3v";"nee";"st";"3v.3vd";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"st";"3v.3ve";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3vp";"nee";"st";"3vp.3va";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"3vp";"nee";"st";"3vp.3vb";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"1h";"nee";"te";"1h.1ha";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"te";"1v.1vb";"te&hndv&med";"6";"2";"2";"0";"4";"50%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"te";"1v.1vc";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1v";"nee";"te";"1v.1vd";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vh";"nee";"te";"1vh.1ba";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"te";"1vh.1bb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"te";"1vh.1bc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
